,id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERID,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,ISRETWEET,datetime,Cluster,parsed_tweets,stemmed_tokens,is_new_years_tweet,is_eastender_tweet
77600,550677915982376960,,0.115079,51.485416,0.11507900059223175,51.48541641235352,01/01/2015 15:40:20,2853037180,d_kariyawasam,Waking up with a glowstick; a die; a shots glass in yo pockets wearing a red shirt when you started the night with a white one. #greatestnye,Greenwich,greatestnye,0,2015-01-01 15:40:20,1,Waking up with a glowstick a die a shots glass in yo pockets wearing a red shirt when you started the night with a white one,"['wake', 'up', 'with', 'a', 'glowstick', 'a', 'die', 'a', 'shot', 'glass', 'in', 'yo', 'pocket', 'wear', 'a', 'red', 'shirt', 'when', 'you', 'start', 'the', 'night', 'with', 'a', 'white', 'one']",False,True
77784,550760943219920897,,0.057720000000000014,51.49374,0.05772000178694725,51.49374008178711,01/01/2015 21:10:16,1926495398,shakira_URIV,Aww phil,Greenwich,,0,2015-01-01 21:10:16,1,Aww phil,"['aww', 'phil']",False,True
77785,550763948270956545,,0.027401,51.484962,0.027401000261306763,51.4849624633789,01/01/2015 21:22:12,52774680,MissABellerin,Denise been abusing Patrick... oooh Denise * Patrick voice *,Greenwich,,0,2015-01-01 21:22:12,1,Denise been abusing Patrick oooh Denise Patrick voice,"['denis', 'been', 'abus', 'patrick', 'oooh', 'denis', 'patrick', 'voic']",False,True
77791,550757669280419842,,0.11325999999999999,51.505054,0.11326000094413755,51.50505447387695,01/01/2015 20:57:15,558646452,jcat1992,I think lee who killed Lucy,Greenwich,,0,2015-01-01 20:57:15,1,I think lee who killed Lucy,"['I', 'think', 'lee', 'who', 'kill', 'luci']",False,True
77796,550754100804349955,,0.004385,51.502716,0.004385000094771385,51.50271606445313,01/01/2015 20:43:04,299322558,jackaryb_,OMG I MISSED EASTENDERS,Greenwich,,0,2015-01-01 20:43:04,1,OMG I MISSED EASTENDERS,"['omg', 'I', 'miss', 'eastend']",False,True
77798,550756518208241664,,0.027375999999999998,51.484970000000004,0.027375999838113785,51.48497009277344,01/01/2015 20:52:41,52774680,MissABellerin,Why's Emma practising,Greenwich,,0,2015-01-01 20:52:41,1,Why s Emma practising,"['whi', 's', 'emma', 'practis']",False,True
77802,550765925436514304,,0.05824,51.493687,0.05824000015854836,51.49368667602539,01/01/2015 21:30:04,1926495398,shakira_URIV,They can't just kill Ronnie,Greenwich,,0,2015-01-01 21:30:04,1,They can t just kill Ronnie,"['they', 'can', 't', 'just', 'kill', 'ronni']",False,True
77804,550759501327241217,,0.028782,51.484627,0.02878200076520443,51.48462677001953,01/01/2015 21:04:32,46673266,rebeccasarahh,@Nat_maxfield Nathaniel I thought I was dying this morning I don't want to go thru dis pain no mor,Greenwich,,0,2015-01-01 21:04:32,1,Nathaniel I thought I was dying this morning I don t want to go thru dis pain no mor,"['nathaniel', 'I', 'thought', 'I', 'wa', 'die', 'thi', 'morn', 'I', 'don', 't', 'want', 'to', 'go', 'thru', 'di', 'pain', 'no', 'mor']",False,True
77805,550759863778041860,,0.027418,51.484966,0.0274180006235838,51.48496627807617,01/01/2015 21:05:58,52774680,MissABellerin,Emma is doing my head in,Greenwich,,0,2015-01-01 21:05:58,1,Emma is doing my head in,"['emma', 'is', 'do', 'my', 'head', 'in']",False,True
77810,550756353099431936,,0.054211,51.494083,0.054211001843214035,51.49408340454102,01/01/2015 20:52:01,1926495398,shakira_URIV,Eastenders moving dumb wtf,Greenwich,,0,2015-01-01 20:52:01,1,Eastenders moving dumb wtf,"['eastend', 'move', 'dumb', 'wtf']",False,True
77813,550759320217198592,,0.039580000000000004,51.47085,0.03957999870181084,51.47085189819336,01/01/2015 21:03:49,279991041,J4335,Smash him in phil !,Greenwich,,0,2015-01-01 21:03:49,1,Smash him in phil,"['smash', 'him', 'in', 'phil']",False,True
77818,550758925189283841,,0.027405000000000002,51.484943,0.027404999360442158,51.48494338989258,01/01/2015 21:02:15,52774680,MissABellerin,Eastenders is annoying me,Greenwich,,0,2015-01-01 21:02:15,1,Eastenders is annoying me,"['eastend', 'is', 'annoy', 'me']",False,True
77820,550763835586785280,,0.054145000000000006,51.463547,0.05414500087499618,51.46354675292969,01/01/2015 21:21:45,221476737,whenshewaschar,Who needs to watch eastenders when you have Twitter?????,Greenwich,,0,2015-01-01 21:21:45,1,Who needs to watch eastenders when you have Twitter,"['who', 'need', 'to', 'watch', 'eastend', 'when', 'you', 'have', 'twitter']",False,True
77826,550761020101505024,,0.050062,51.494263000000004,0.05006200075149536,51.4942626953125,01/01/2015 21:10:34,1926495398,shakira_URIV,Emma got hit by a car no one cares,Greenwich,,0,2015-01-01 21:10:34,1,Emma got hit by a car no one cares,"['emma', 'got', 'hit', 'by', 'a', 'car', 'no', 'one', 'care']",False,True
77828,550763127428882432,,0.027399,51.484962,0.027398999780416492,51.4849624633789,01/01/2015 21:18:56,52774680,MissABellerin,@Drtobz: I've narrowed it down to Lauren; Denise or one of the old people mate same here,Greenwich,,0,2015-01-01 21:18:56,1,I ve narrowed it down to Lauren Denise or one of the old people mate same here,"['I', 've', 'narrow', 'it', 'down', 'to', 'lauren', 'denis', 'or', 'one', 'of', 'the', 'old', 'peopl', 'mate', 'same', 'here']",False,True
77831,550762071236050945,,0.058999,51.49325,0.058998998254537575,51.49325180053711,01/01/2015 21:14:45,1926495398,shakira_URIV,Ronnie shouldn't loose another baby     ,Greenwich,,0,2015-01-01 21:14:45,1,Ronnie shouldn t loose another baby,"['ronni', 'shouldn', 't', 'loos', 'anoth', 'babi']",False,True
77833,550763258282803202,,0.015658000000000002,51.478836,0.015658000484108925,51.47883605957031,01/01/2015 21:19:28,314964308,RealRobertt,Eastenders really don't want Ronnie to be a mum do they lol #eastenders,Greenwich,eastenders,0,2015-01-01 21:19:28,1,Eastenders really don t want Ronnie to be a mum do they lol,"['eastend', 'realli', 'don', 't', 'want', 'ronni', 'to', 'be', 'a', 'mum', 'do', 'they', 'lol']",False,True
77835,550753240057643010,,0.004353,51.485347999999995,0.0043529998511075965,51.48534774780274,01/01/2015 20:39:39,2671769681,chloeotteyftw,eastenders is bomb atm,Greenwich,,0,2015-01-01 20:39:39,1,eastenders is bomb atm,"['eastend', 'is', 'bomb', 'atm']",False,True
77841,550760107957813250,,0.004098,51.485496999999995,0.004098000004887581,51.4854965209961,01/01/2015 21:06:57,2671769681,chloeotteyftw,aw man ronnie didn't put her seat belt on,Greenwich,,0,2015-01-01 21:06:57,1,aw man ronnie didn t put her seat belt on,"['aw', 'man', 'ronni', 'didn', 't', 'put', 'her', 'seat', 'belt', 'on']",False,True
77842,550763698638577664,,0.050115,51.49452,0.05011500045657158,51.4945182800293,01/01/2015 21:21:13,1926495398,shakira_URIV,Denise been beating him,Greenwich,,0,2015-01-01 21:21:13,1,Denise been beating him,"['denis', 'been', 'beat', 'him']",False,True
77846,550753832096239617,,0.055998,51.486885,0.05599800124764442,51.48688507080078,01/01/2015 20:42:00,413304512,jacobjefferyDB,Eastenders advertising phones today  ,Greenwich,,0,2015-01-01 20:42:00,1,Eastenders advertising phones today,"['eastend', 'advertis', 'phone', 'today']",False,True
77857,550760509231075329,,0.027393999999999998,51.484947,0.02739400044083596,51.484947204589844,01/01/2015 21:08:32,52774680,MissABellerin,Ronnie will probably lose another baby,Greenwich,,0,2015-01-01 21:08:32,1,Ronnie will probably lose another baby,"['ronni', 'will', 'probabl', 'lose', 'anoth', 'babi']",False,True
77868,550762240539107328,,0.015658000000000002,51.47883,0.015658000484108925,51.47882843017578,01/01/2015 21:15:25,314964308,RealRobertt,I bet Emma's gonna die #EastEnders,Greenwich,EastEnders,0,2015-01-01 21:15:25,1,I bet Emma s gonna die,"['I', 'bet', 'emma', 's', 'gon', 'na', 'die']",False,True
77871,550759974369259521,,0.004098,51.485496999999995,0.004098000004887581,51.4854965209961,01/01/2015 21:06:25,2671769681,chloeotteyftw,eastenders is in a mad one,Greenwich,,0,2015-01-01 21:06:25,1,eastenders is in a mad one,"['eastend', 'is', 'in', 'a', 'mad', 'one']",False,True
77873,550764337359753217,,0.0046240000000000005,51.485279999999996,0.004623999819159508,51.48527908325195,01/01/2015 21:23:45,2671769681,chloeotteyftw,man just want know who killed lucy,Greenwich,,0,2015-01-01 21:23:45,1,man just want know who killed lucy,"['man', 'just', 'want', 'know', 'who', 'kill', 'luci']",False,True
77874,550765413601382400,,0.059453,51.49353,0.059452999383211136,51.4935302734375,01/01/2015 21:28:01,1926495398,shakira_URIV,Ronnie always have drama in her life give the poor girl a break,Greenwich,,0,2015-01-01 21:28:01,1,Ronnie always have drama in her life give the poor girl a break,"['ronni', 'alway', 'have', 'drama', 'in', 'her', 'life', 'give', 'the', 'poor', 'girl', 'a', 'break']",False,True
77879,550758821350895616,,-0.014503,51.475525,-0.014503000304102898,51.47552490234375,01/01/2015 21:01:50,2212362454,BossierAda,@sibedejo ojo die film is te leuk,Greenwich,,0,2015-01-01 21:01:50,1,ojo die film is te leuk,"['ojo', 'die', 'film', 'is', 'te', 'leuk']",False,True
77886,550760733081100289,,0.0043170000000000005,51.485416,0.0043170000426471225,51.48541641235352,01/01/2015 21:09:26,2671769681,chloeotteyftw, @katieottey: Ronnie just doesn't have much luck when it comes to having kids does she  aw deep man,Greenwich,,0,2015-01-01 21:09:26,1,Ronnie just doesn t have much luck when it comes to having kids does she aw deep man,"['ronni', 'just', 'doesn', 't', 'have', 'much', 'luck', 'when', 'it', 'come', 'to', 'have', 'kid', 'doe', 'she', 'aw', 'deep', 'man']",False,True
77887,550765436275798017,,0.081537,51.485015999999995,0.08153700083494186,51.48501586914063,01/01/2015 21:28:07,30713400,ImmyCarbonell,Theyre dragging out this lucy storyline for so long. #getonwithit #EastEnders,Greenwich,getonwithit EastEnders,0,2015-01-01 21:28:07,1,Theyre dragging out this lucy storyline for so long,"['theyr', 'drag', 'out', 'thi', 'luci', 'storylin', 'for', 'so', 'long']",False,True
77888,550765902493671424,,0.027431999999999998,51.484962,0.027432000264525414,51.4849624633789,01/01/2015 21:29:58,52774680,MissABellerin,Who's gonna die,Greenwich,,0,2015-01-01 21:29:58,1,Who s gonna die,"['who', 's', 'gon', 'na', 'die']",False,True
78000,550726703799369730,,0.037273,51.48784000000001,0.037273000925779336,51.48783874511719,01/01/2015 18:54:12,711457357,tiannagrant_,@imJustDarv @Therealhoward_ oi I am dead                 ,Greenwich,,0,2015-01-01 18:54:12,1,oi I am dead,"['oi', 'I', 'am', 'dead']",False,True
78080,550739847322017793,,0.054262,51.46148,0.05426200106739998,51.46147918701172,01/01/2015 19:46:26,184150093,its_aims,Dying dying dying,Greenwich,,0,2015-01-01 19:46:26,1,Dying dying dying,"['dy', 'die', 'die']",False,True
78160,550808781031223296,,0.008893,51.488341999999996,0.008892999961972237,51.48834228515625,02/01/2015 00:20:21,257654543,devinapatel97,Wow eastenders,Greenwich,,0,2015-02-01 00:20:21,1,Wow eastenders,"['wow', 'eastend']",False,True
78183,550766444183822337,,0.039626,51.47068400000001,0.03962599858641625,51.47068405151367,01/01/2015 21:32:07,279991041,J4335,Allow it if she dies    she got no hype of her death like shes not an important character #EastEnders,Greenwich,EastEnders,0,2015-01-01 21:32:07,1,Allow it if she dies she got no hype of her death like shes not an important character,"['allow', 'it', 'if', 'she', 'die', 'she', 'got', 'no', 'hype', 'of', 'her', 'death', 'like', 'she', 'not', 'an', 'import', 'charact']",False,True
78184,550766833268441089,,0.058739,51.493587,0.05873899906873702,51.49358749389648,01/01/2015 21:33:40,1926495398,shakira_URIV,Not ronnie,Greenwich,,0,2015-01-01 21:33:40,1,Not ronnie,"['not', 'ronni']",False,True
78195,550767013132763136,,0.049898000000000005,51.494587,0.049897998571395874,51.49458694458008,01/01/2015 21:34:23,1926495398,shakira_URIV,Ronnie noo                     ,Greenwich,,0,2015-01-01 21:34:23,1,Ronnie noo,"['ronni', 'noo']",False,True
78197,550768247529021441,,0.027418,51.484966,0.0274180006235838,51.48496627807617,01/01/2015 21:39:17,52774680,MissABellerin,Eastenders was a drag,Greenwich,,0,2015-01-01 21:39:17,1,Eastenders was a drag,"['eastend', 'wa', 'a', 'drag']",False,True
78207,550770020956266496,,0.086158,51.443127000000004,0.08615799993276596,51.4431266784668,01/01/2015 21:46:20,1256701310,MrSneddz,The only person I knew who actually gives a shit about Eastenders is crowhurst,Greenwich,,0,2015-01-01 21:46:20,1,The only person I knew who actually gives a shit about Eastenders is crowhurst,"['the', 'onli', 'person', 'I', 'knew', 'who', 'actual', 'give', 'a', 'shit', 'about', 'eastend', 'is', 'crowhurst']",False,True
78211,550766882459230210,,0.06441799999999999,51.458824,0.0644180029630661,51.45882415771485,01/01/2015 21:33:52,73738269,JoeMidson,Well someone had to die. #EastEnders,Greenwich,EastEnders,0,2015-01-01 21:33:52,1,Well someone had to die,"['well', 'someon', 'had', 'to', 'die']",False,True
78213,550767287800971264,,0.037238,51.487896,0.037238001823425286,51.48789596557617,01/01/2015 21:35:28,711457357,tiannagrant_,Eastenders was emotional,Greenwich,,0,2015-01-01 21:35:28,1,Eastenders was emotional,"['eastend', 'wa', 'emot']",False,True
78217,550767402846535683,,0.039777,51.470703,0.0397769995033741,51.470703125,01/01/2015 21:35:56,279991041,J4335,I see what they did there....someone died....for 10mins    #EastEnders,Greenwich,EastEnders,0,2015-01-01 21:35:56,1,I see what they did there someone died for mins,"['I', 'see', 'what', 'they', 'did', 'there', 'someon', 'die', 'for', 'min']",False,True
78222,550766894324936704,,0.055899000000000004,51.486763,0.0558990016579628,51.48676300048828,01/01/2015 21:33:55,413304512,jacobjefferyDB,Allow Ronnie man she's been through to much,Greenwich,,0,2015-01-01 21:33:55,1,Allow Ronnie man she s been through to much,"['allow', 'ronni', 'man', 'she', 's', 'been', 'through', 'to', 'much']",False,True
78223,550768450227163136,,0.004351,51.486022999999996,0.004350999835878611,51.48602294921875,01/01/2015 21:40:05,102972909,Duana_Webb,Eastenders man     ,Greenwich,,0,2015-01-01 21:40:05,1,Eastenders man,"['eastend', 'man']",False,True
78232,550766339703705602,,0.058667,51.493637,0.05866700038313865,51.49363708496094,01/01/2015 21:31:42,1926495398,shakira_URIV,Emma is such a shit actor,Greenwich,,0,2015-01-01 21:31:42,1,Emma is such a shit actor,"['emma', 'is', 'such', 'a', 'shit', 'actor']",False,True
78235,550768465356001281,,0.06515800000000001,51.453686,0.06515800207853317,51.45368576049805,01/01/2015 21:40:09,329063161,CharPhillips25,Eastenders was stressful,Greenwich,,0,2015-01-01 21:40:09,1,Eastenders was stressful,"['eastend', 'wa', 'stress']",False,True
78246,550767116958568449,,0.055837,51.48686,0.0558370016515255,51.48685836791992,01/01/2015 21:34:48,413304512,jacobjefferyDB,She ain't dead  ,Greenwich,,0,2015-01-01 21:34:48,1,She ain t dead,"['she', 'ain', 't', 'dead']",False,True
78250,550771488115392512,,0.111847,51.486668,0.11184699833393097,51.48666763305664,01/01/2015 21:52:10,637292193,buteramelons,Eastenders         ,Greenwich,,0,2015-01-01 21:52:10,1,Eastenders,['eastend'],False,True
78259,550768525175160835,,0.064327,51.461227,0.06432700157165527,51.46122741699219,01/01/2015 21:40:23,895903765,Justsoblonde_11,Eastenders was so sad    kill of Emma who gives a shit,Greenwich,,0,2015-01-01 21:40:23,1,Eastenders was so sad kill of Emma who gives a shit,"['eastend', 'wa', 'so', 'sad', 'kill', 'of', 'emma', 'who', 'give', 'a', 'shit']",False,True
78322,550735272313643008,,0.09182799999999999,51.485256,0.09182800352573396,51.48525619506836,01/01/2015 19:28:15,277523406,SR_Otieno,I feel like I am dying...,Greenwich,,0,2015-01-01 19:28:15,1,I feel like I am dying,"['I', 'feel', 'like', 'I', 'am', 'die']",False,True
78429,550785051605356544,,0.027492000000000003,51.48217,0.02749199979007244,51.48217010498047,01/01/2015 22:46:04,1086265794,britmann99,      mum makes me die tbh        ,Greenwich,,0,2015-01-01 22:46:04,1,mum makes me die tbh,"['mum', 'make', 'me', 'die', 'tbh']",False,True
78451,550787777378648064,,0.028571,51.484584999999996,0.02857100032269955,51.48458480834961,01/01/2015 22:56:53,46673266,rebeccasarahh,oh my god eastenders b a n g e d,Greenwich,,0,2015-01-01 22:56:53,1,oh my god eastenders b a n g e d,"['oh', 'my', 'god', 'eastend', 'b', 'a', 'n', 'g', 'e', 'd']",False,True
78477,550784150941499392,,0.05293200000000002,51.470566,0.052932001650333405,51.47056579589844,01/01/2015 22:42:29,22561271,tonguetweets,If Jose wants to moan about Phil not keeping up with play shall we talk about the ball going out during Hazard's run there? #keepupphil,Greenwich,keepupphil,0,2015-01-01 22:42:29,1,If Jose wants to moan about Phil not keeping up with play shall we talk about the ball going out during Hazard s run there,"['If', 'jose', 'want', 'to', 'moan', 'about', 'phil', 'not', 'keep', 'up', 'with', 'play', 'shall', 'we', 'talk', 'about', 'the', 'ball', 'go', 'out', 'dure', 'hazard', 's', 'run', 'there']",False,True
78526,550802175329566720,,0.091529,51.485347999999995,0.0915289968252182,51.48534774780274,01/01/2015 23:54:06,402328568,nicolaskues_,@GGalpin95 @KieranCPhoto I'd kill to have him   ,Greenwich,,0,2015-01-01 23:54:06,1,I d kill to have him,"['I', 'd', 'kill', 'to', 'have', 'him']",False,True
78558,550791146012962820,,0.032854,51.470591999999996,0.032853998243808746,51.4705924987793,01/01/2015 23:10:17,229045023,Toyosi_Raheem,Just finished watching Eastenders. Ronnie's dead     ,Greenwich,,0,2015-01-01 23:10:17,1,Just finished watching Eastenders Ronnie s dead,"['just', 'finish', 'watch', 'eastend', 'ronni', 's', 'dead']",False,True
78780,550305367025278976,,-0.350473,51.44897,-0.35047298669815063,51.44897079467773,31/12/2014 14:59:58,1262304138,lhntennis,Lucie Safarova @wimbledon @ wimby http://t.co/ZfaKDZiydY,Richmond upon Thames,,0,2014-12-31 14:59:58,3,Lucie Safarova wimby,"['luci', 'safarova', 'wimbi']",False,True
78858,550245750475849728,,-0.33276,51.42955,-0.3327600061893463,51.42955017089844,31/12/2014 11:03:04,450732499,sonofspeke,@WorkPsychol:     that reminds me. When does next series of The Walking Dead begin?  http://t.co/pEVI5amYt4,Richmond upon Thames,,0,2014-12-31 11:03:04,3,that reminds me When does next series of The Walking Dead begin,"['that', 'remind', 'me', 'when', 'doe', 'next', 'seri', 'of', 'the', 'walk', 'dead', 'begin']",False,True
78952,550280669633716224,,-0.33810999999999997,51.451176000000004,-0.3381099998950958,51.45117568969727,31/12/2014 13:21:50,28884602,PhoebeKEvans,@Kathrynlouise28 I've literally been dead to the world by like 9 recently; I don't think I can make it   ,Richmond upon Thames,,0,2014-12-31 13:21:50,3,I ve literally been dead to the world by like recently I don t think I can make it,"['I', 've', 'liter', 'been', 'dead', 'to', 'the', 'world', 'by', 'like', 'recent', 'I', 'don', 't', 'think', 'I', 'can', 'make', 'it']",False,True
79057,550323346416865282,,-0.383198,51.44863,-0.3831979930400848,51.448631286621094,31/12/2014 16:11:24,709899138,DarianSavannah,Emma just smashed a bottle of wine. Tnx bae  ,Richmond upon Thames,,0,2014-12-31 16:11:24,3,Emma just smashed a bottle of wine Tnx bae,"['emma', 'just', 'smash', 'a', 'bottl', 'of', 'wine', 'tnx', 'bae']",False,True
79192,550331320858341376,,-0.345004,51.43012,-0.34500399231910706,51.43011856079102,31/12/2014 16:43:06,402789688,JackDiwell,The season began in frustrating fashion as Spurs nicked a 1-0 win in the final minute. #WHU2014 http://t.co/WJi8ewtqre  @HaydenWelsh,Richmond upon Thames,WHU2014,0,2014-12-31 16:43:06,3,The season began in frustrating fashion as Spurs nicked a win in the final minute,"['the', 'season', 'began', 'in', 'frustrat', 'fashion', 'as', 'spur', 'nick', 'a', 'win', 'in', 'the', 'final', 'minut']",False,True
79203,550353814977773568,,-0.269531,51.462016999999996,-0.2695310115814209,51.46201705932617,31/12/2014 18:12:29,339914752,Harker56,@mrnickheath Happy Year to you all Nick. X,Richmond upon Thames,,0,2014-12-31 18:12:29,3,Happy Year to you all Nick X,"['happi', 'year', 'to', 'you', 'all', 'nick', 'X']",True,True
79401,550412454568951808,,-0.368504,51.455729999999996,-0.3685039877891541,51.45573043823242,31/12/2014 22:05:29,211285419,eddyhow,Sorry but Lampard is dead to me as long as he's at City.,Richmond upon Thames,,0,2014-12-31 22:05:29,3,Sorry but Lampard is dead to me as long as he s at City,"['sorri', 'but', 'lampard', 'is', 'dead', 'to', 'me', 'as', 'long', 'as', 'he', 's', 'at', 'citi']",False,True
79927,550707861048020993,,-0.382992,51.44843,-0.3829919993877411,51.44842910766602,01/01/2015 17:39:20,709899138,DarianSavannah,Emma has been asleep all day and it's really quite annoying considering I'm lying here crying at my girl,Richmond upon Thames,,0,2015-01-01 17:39:20,3,Emma has been asleep all day and it s really quite annoying considering I m lying here crying at my girl,"['emma', 'ha', 'been', 'asleep', 'all', 'day', 'and', 'it', 's', 'realli', 'quit', 'annoy', 'consid', 'I', 'm', 'lie', 'here', 'cri', 'at', 'my', 'girl']",False,True
79998,550665786973782017,,-0.30274,51.444675,-0.3027400076389313,51.44467544555664,01/01/2015 14:52:09,246030925,louisasimone,@rawbridges @blue6oy HA HA HA! He will be happy as it is dead in here; so you'll have his full attention xx,Richmond upon Thames,,0,2015-01-01 14:52:09,3,HA HA HA He will be happy as it is dead in here so you ll have his full attention xx,"['HA', 'HA', 'HA', 'He', 'will', 'be', 'happi', 'as', 'it', 'is', 'dead', 'in', 'here', 'so', 'you', 'll', 'have', 'hi', 'full', 'attent', 'xx']",True,True
80045,550618157883596800,,-0.32018800000000003,51.43772,-0.3201879858970642,51.437721252441406,01/01/2015 11:42:53,314857729,LizzieKeanex,Bets placed for who killed Lucy,Richmond upon Thames,,0,2015-01-01 11:42:53,3,Bets placed for who killed Lucy,"['bet', 'place', 'for', 'who', 'kill', 'luci']",False,True
80188,550714825425555456,,-0.261676,51.466164,-0.26167601346969604,51.466163635253906,01/01/2015 18:07:00,891083329,matthew10180401,"@Aggykins7 @BobSmithWalker You mean the ""cheeky chappie"" every media type is just dying to share a pint with?",Richmond upon Thames,,0,2015-01-01 18:07:00,3,You mean the cheeky chappie every media type is just dying to share a pint with,"['you', 'mean', 'the', 'cheeki', 'chappi', 'everi', 'media', 'type', 'is', 'just', 'die', 'to', 'share', 'a', 'pint', 'with']",False,True
80215,550714953989390336,,-0.32263000000000003,51.44867,-0.322629988193512,51.44866943359375,01/01/2015 18:07:31,14830272,spoonybear,Would you die on Mars? http://t.co/WDE50Nmwuk,Richmond upon Thames,,0,2015-01-01 18:07:31,3,Would you die on Mars,"['would', 'you', 'die', 'on', 'mar']",False,True
80310,550776273338138624,,-0.341332,51.431683,-0.34133198857307434,51.43168258666992,01/01/2015 22:11:11,21582731,_vjohansson_,Just starting tonight's Eastenders! I am loving all the phone scenes       ,Richmond upon Thames,,0,2015-01-01 22:11:11,3,Just starting tonight s Eastenders I am loving all the phone scenes,"['just', 'start', 'tonight', 's', 'eastend', 'I', 'am', 'love', 'all', 'the', 'phone', 'scene']",False,True
80313,550767659894468611,,-0.352001,51.454437,-0.3520010113716125,51.45443725585938,01/01/2015 21:36:57,19861731,joshy_boy,Eastenders with a Ronnie Mitchell / Walking Dead moment #RonnieIsAWalker #MitchellBiter #DieAndThenRise,Richmond upon Thames,RonnieIsAWalker MitchellBiter DieAndThenRise,0,2015-01-01 21:36:57,3,Eastenders with a Ronnie Mitchell Walking Dead moment,"['eastend', 'with', 'a', 'ronni', 'mitchel', 'walk', 'dead', 'moment']",False,True
80333,550766364043276288,,-0.318678,51.441159999999996,-0.31867799162864685,51.44115829467773,01/01/2015 21:31:48,85305851,MeganReeves_CB,The fact I'm texting Hollie asking what's happening in eastenders cos Scott won't let me watch it,Richmond upon Thames,,0,2015-01-01 21:31:48,3,The fact I m texting Hollie asking what s happening in eastenders cos Scott won t let me watch it,"['the', 'fact', 'I', 'm', 'text', 'holli', 'ask', 'what', 's', 'happen', 'in', 'eastend', 'co', 'scott', 'won', 't', 'let', 'me', 'watch', 'it']",False,True
80429,550782909209395200,,-0.341271,51.431725,-0.3412710130214691,51.431724548339844,01/01/2015 22:37:33,21582731,_vjohansson_,Sobbing at eastenders!,Richmond upon Thames,,0,2015-01-01 22:37:33,3,Sobbing at eastenders,"['sob', 'at', 'eastend']",False,True
80482,550799394447294465,,-0.358131,51.437656,-0.3581309914588928,51.43765640258789,01/01/2015 23:43:03,30747751,Kris_teen_a,Ended the Christmas/New Year sofa session with Eastenders and Titanic; my emotions are totally in tatters. Why did I do that to myself?,Richmond upon Thames,,0,2015-01-01 23:43:03,3,Ended the Christmas New Year sofa session with Eastenders and Titanic my emotions are totally in tatters Why did I do that to myself,"['end', 'the', 'christma', 'new', 'year', 'sofa', 'session', 'with', 'eastend', 'and', 'titan', 'my', 'emot', 'are', 'total', 'in', 'tatter', 'whi', 'did', 'I', 'do', 'that', 'to', 'myself']",True,True
80483,550802078176927744,,-0.332978,51.429558,-0.3329780101776123,51.42955780029297,01/01/2015 23:53:43,450732499,sonofspeke,How has Bismarck escaped most of the blame for the first world war?  By dying 24 years before it started?  http://t.co/r5TN1PQD74,Richmond upon Thames,,0,2015-01-01 23:53:43,3,How has Bismarck escaped most of the blame for the first world war By dying years before it started,"['how', 'ha', 'bismarck', 'escap', 'most', 'of', 'the', 'blame', 'for', 'the', 'first', 'world', 'war', 'By', 'die', 'year', 'befor', 'it', 'start']",True,True
80591,550146390597570561,,-0.069238,51.620495,-0.06923799961805344,51.6204948425293,31/12/2014 04:28:15,2187964852,ArabianAmirah, @UncleBantzz: My soul would casually leave my body vacant; being dead would be so calm idc http://t.co/TSP8Mx3pug omg the way i would die  ,Enfield,,0,2014-12-31 04:28:15,0,My soul would casually leave my body vacant being dead would be so calm idc,"['My', 'soul', 'would', 'casual', 'leav', 'my', 'bodi', 'vacant', 'be', 'dead', 'would', 'be', 'so', 'calm', 'idc']",False,True
80639,550194751291805700,,-0.061587,51.61929,-0.061586998403072364,51.61928939819336,31/12/2014 07:40:25,428504259,AddaiDorcas," @kofiobiri: Ei awurade mawu!!! ""@AddaiDorcas: @rickybruce1 dats y I luv u;you know exactly wat I want"" KO don't die want to see u in 2015  ",Enfield,,0,2014-12-31 07:40:25,0,Ei awurade mawu dats y I luv u you know exactly wat I want KO don t die want to see u in,"['Ei', 'awurad', 'mawu', 'dat', 'y', 'I', 'luv', 'u', 'you', 'know', 'exactli', 'wat', 'I', 'want', 'KO', 'don', 't', 'die', 'want', 'to', 'see', 'u', 'in']",False,True
80672,550293184291799040,,-0.05594,51.612907,-0.055939998477697365,51.61290740966797,31/12/2014 14:11:33,157968356,drummerboysj,@denisemowry thanks Denise     ,Enfield,,0,2014-12-31 14:11:33,0,thanks Denise,"['thank', 'denis']",False,True
80755,550293736211886081,,-0.137699,51.644394,-0.13769899308681488,51.64439392089844,31/12/2014 14:13:45,175899916,delaraaam,I wish the rat in our house would cook for us instead of being a dead smelly shit,Enfield,,0,2014-12-31 14:13:45,0,I wish the rat in our house would cook for us instead of being a dead smelly shit,"['I', 'wish', 'the', 'rat', 'in', 'our', 'hous', 'would', 'cook', 'for', 'us', 'instead', 'of', 'be', 'a', 'dead', 'smelli', 'shit']",False,True
80869,550282330766852096,,-0.058782000000000015,51.62539,-0.058782000094652176,51.625389099121094,31/12/2014 13:28:26,841510514,TheRealTTerror,Edmonton Green Is So Dead Now   ,Enfield,,0,2014-12-31 13:28:26,0,Edmonton Green Is So Dead Now,"['edmonton', 'green', 'Is', 'So', 'dead', 'now']",False,True
